commit_id,author_date,bugcount,fixcount,la,ld,nf,nd,ns,ent,revd,nrev,rtime,tcmt,hcmt,self,ndev,age,nuc,app,aexp,rexp,oexp,arexp,rrexp,orexp,asexp,rsexp,osexp,asawr,rsawr,osawr
48439b98a1a7ac2dded34c8899918773f70667f2,1360384579,,,79,13,4,3,1,0.797586209,TRUE,19,1003712,91,28,FALSE,76,41807,207,2,80,1976,2030,80,1781,1835,79,1861,1914,0.021019443,0.489227535,0.503152916
48449171a73e9b470b3caa136f20d56cd1757bdc,1325135635,,,99,44,2,2,1,0.999682498,TRUE,3,680683,9,5,FALSE,7,1684601,16,1,12,113,125,12,113,125,0,92,92,0.008695652,0.808695652,0.808695652
4845d08967cdff22d53d55467245402e10ae9814,1379451707,,1,10,5,2,2,1,0.721928095,TRUE,2,1174184,23,13,FALSE,38,70605,85,9,1,3031,3031,1,2710,2710,1,2122,2122,0.00032987,0.350156688,0.350156688
4845fc2720a0ab3ff4f15fc8f3f00573b617ce5b,1358464013,,,115,107,13,9,4,0.837511657,TRUE,6,604281,25,8,FALSE,58,36706.07692,165,3,346,1566,1763,335,1460,1648,340,1406,1598,0.091445428,0.377312953,0.428801287
4847ceb59fe35481fd42ddc9369b7d3814eca721,1317073065,,,67,3,3,3,1,0.315913839,TRUE,2,4829073,13,3,FALSE,5,2386,8,3,58,62,80,57,62,79,31,42,48,0.653061224,0.87755102,1
484a7a9124c3877b045e40788e9cf59c5069458a,1355943544,,,22,27,1,1,1,0,TRUE,3,1281188,28,13,FALSE,7,1266691,14,5,4,1332,1334,4,1237,1239,4,1110,1112,0.001512859,0.336157337,0.336762481
484fb9e1c748e718349e451e80a0e025ed007b1d,1354997803,1,,58,49,3,3,1,0.537713304,TRUE,1,337656,9,3,FALSE,2,437896,4,2,61,327,330,61,327,330,54,231,233,0.224489796,0.946938776,0.955102041
485274433f5f552d496d6496c573fd50ee4c842f,1374645112,,,1,1,1,1,1,0,TRUE,6,2334158,39,14,FALSE,16,1243133,41,4,25,444,466,25,383,405,3,300,300,0.004519774,0.340112994,0.340112994
4855239497050c9ee03fed627c5f41d6b59eddc6,1375348621,5,,509,0,3,3,1,0.648255954,TRUE,30,5263289,116,44,FALSE,95,703.3333333,229,4,11,2000,2009,10,1539,1547,11,1843,1852,0.002196193,0.337481698,0.339128843
48572c4af3f6c41d31bd77797ebd3dd25fbbc36a,1343837913,,,9,9,1,1,1,0,TRUE,1,42083,8,3,FALSE,63,3214,280,2,293,236,462,293,236,462,261,228,422,0.124702523,0.108995716,0.201332699
485799fc5489d2d4a93771ff7915b0aa9f0e15dc,1281067793,,,102,0,2,2,2,0.999722648,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
4858a276a4cb779de55d987f2b3c37db5bf24492,1310176704,,,2,13,2,1,1,0.566509507,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
485983c356d658fa835f270706eca04ac3c03ada,1389138458,,,12,12,2,2,1,0.650022422,TRUE,1,354971,20,7,FALSE,36,1304986.5,102,3,93,756,830,93,593,667,22,540,543,0.020909091,0.491818182,0.494545455
4859cce97b328cf6f76b3b5bd7a0e7d3227428f7,1314287961,,,1,1,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
485a6c5a9502679bc5ecf02f8e758170ac0335dc,1298391639,,,3,2,2,2,1,0.970950594,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
485c174fc7e52e697d1d73a96cd924c2e3a04414,1410938534,,1,65,67,5,4,2,0.624185852,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
485e4bdb921c5e2b53af2886c53f4c93b8bf3be8,1358506090,1,,9,5,3,3,1,0.724834092,TRUE,4,440424,19,7,FALSE,27,437465,78,3,6,1434,1439,6,1328,1333,5,1231,1235,0.001659292,0.340707965,0.341814159
48621685389a491d0519faf8fe52dc682e020c67,1366350067,,,30,10,5,5,1,0.934354595,TRUE,8,957618,47,15,FALSE,108,143291,417,2,77,1035,1078,77,1003,1046,77,993,1036,0.017824497,0.22714808,0.236974406
486623c0ca6d71ace5e6b0cd234be05f10f13dc4,1407621897,,,165,213,2,2,1,0.66216357,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
486937907a5dec6f1f227a1bc3330cad061ff437,1409601807,1,,23,0,2,2,1,0.828055725,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
486afc9b9e38a68c18b80daab4f23c5b936ee185,1310570225,,,28,22,4,3,1,0.641385789,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
486deeabd695bfd06a2aaf3c047e7206cd39f61f,1312473600,,,63,1,4,4,2,0.554807661,TRUE,2,8402,9,3,FALSE,1,3184906.5,2,2,0,3,3,0,3,3,0,1,1,0.2,0.4,0.4
486e10d3740301b417e2a972ec7c797f562e75be,1385497648,2,,55,5,2,2,1,0.721928095,TRUE,4,565467,20,8,FALSE,161,180413,816,2,580,1982,2446,571,1462,1918,568,1780,2233,0.084811447,0.265464302,0.332985542
486f6847a97f02de5de0d4c9be15c84998afcfb8,1386636330,,,35,0,3,3,1,0.692181495,TRUE,2,563080,28,10,FALSE,28,544640.6667,55,5,167,836,983,167,802,949,3,615,616,0.003236246,0.498381877,0.499190939
48729259c570d73d7c35228718ecc4e9bb258e36,1386775712,1,,64,0,2,2,1,0.835116495,TRUE,21,4772691,142,66,FALSE,135,823785.5,566,4,13,1484,1490,13,1302,1308,12,1419,1424,0.001903646,0.20793674,0.208668912
487384fcc864ef1955f99cdf713cf5c2d77ec023,1359378975,,,54,0,2,2,1,0.309543429,TRUE,7,890033,20,11,FALSE,24,919427.5,42,5,880,1694,1708,800,1575,1589,713,1470,1484,0.193338749,0.398321148,0.402112104
487b98a73f6be41697dd4f59a245f1a7f338a72f,1405382657,,1,33,2,3,3,1,0.667862766,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
487c456897b96a815b68f4fc43c45a586c62fc9a,1345854555,,,1,0,1,1,1,0,TRUE,1,2977,6,2,FALSE,2,1987471,3,2,110,1628,1674,110,1627,1673,105,1405,1448,0.045337896,0.601368691,0.619760479
4881ccf017a217214ae30c74c2f7effbee71c044,1342733556,,,15,0,1,1,1,0,TRUE,2,79883,11,4,FALSE,1,863013,5,3,269,1022,1160,269,1022,1160,6,8,9,0.28,0.36,0.4
4885aa28706a1858f4fc51a0d2c661eec05139c0,1369837260,,,23,10,3,3,1,0.650126713,TRUE,2,581552,11,8,FALSE,118,14110.66667,456,5,1743,1841,2367,1523,1675,2054,1644,1588,2097,0.351045668,0.339095177,0.447716603
4887331a0d972b4d9e1fbd365c36edf1d7b076ec,1312312209,,,14,14,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
488f88c4d021bf429f62ca46dd8299a70d31505e,1404375559,,1,30,9,2,2,1,0.552495114,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
488fcb4ad345bfb4fd614a140b317b606e008872,1368022701,,,33,16,3,3,1,0.997368262,TRUE,7,620308,33,13,FALSE,12,2422329,17,4,13,2083,2090,13,1777,1784,12,1622,1628,0.00290373,0.362519544,0.363859727
488fe5e8605dabf22914a99d3c57bb249ef9c36a,1373485270,,,1,1,1,1,1,0,TRUE,1,78716,12,2,FALSE,13,11738,28,2,746,259,776,722,258,751,616,238,640,0.891618497,0.345375723,0.926300578
48905ac087e1de922e9230d52cc53250b17fb580,1405946122,0,,53,0,2,2,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
48936f6b8f063cf71fa42b4586d8ba524ed39cc4,1303317471,,,42,37,5,4,1,0.639131887,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
4893aacc67ae4167674d1eaffc924cdc91774f44,1374616813,,,53,27,2,2,2,0.934068055,TRUE,2,3283449,20,6,FALSE,7,81914,14,1,143,231,330,113,183,268,141,228,326,0.247818499,0.39965096,0.570680628
48955e56b886c0da51c1555aca62e099761ad99b,1394142626,,1,21,27,3,2,1,0.677033339,TRUE,4,27165,15,2,FALSE,1,1746173,1,1,38,1183,1186,28,948,951,36,1038,1041,0.024584718,0.690365449,0.692358804
4898f5b7a8c8b45201c620021a13fb3f8221ce72,1313020335,,,32,2,3,3,2,0.943760012,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
48990b109eb39f0dd4ea7bf86be79f6e03c3ad74,1295627010,,,4,2,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
48996af0f386a5087d99aacc7d7e5f7d0b7395fd,1381538629,,,19,4,4,4,1,0.761355978,TRUE,3,1598861,26,16,FALSE,23,2650982.5,43,7,808,4587,4961,712,3709,4042,750,3396,3739,0.119395866,0.540063593,0.594594595
489ddea1668c742f62acd6fd3e9af78f2f782912,1288380639,,,6,0,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
489f325b8161a70f0f7288135ad04c331bcbbe90,1298488807,,,2,1,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
48a0e252be8b001705db98de8143e1c1ad6294ad,1296611714,,,31,9,2,1,1,0.811278124,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
48a1423081355b49340aa1a4a37361654d9c0d87,1300469046,,,10,10,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
48a20d85cb9ef91c48f681c76fc6ca7512eccfbc,1387340371,,1,78,1,2,2,1,0.170330576,TRUE,6,1425296,41,18,FALSE,49,237277,107,11,30,3420,3435,30,2920,2935,14,2477,2477,0.002178333,0.359860587,0.359860587
48a2221648f490540fdf1ee099d39b8e5230f053,1407929505,,,24,0,2,2,1,0.870864469,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
48a3ec6e55f029578d5dc8ef7fe2e9fbe0de1b81,1306263946,,,23,13,6,4,1,0.491467881,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
48a53d32ee243d80b034b38e292e9bfb4b66f881,1397749325,,,25,2,2,2,1,0.605186577,TRUE,1,1296842,15,7,FALSE,23,2404641,46,3,306,492,795,193,489,679,6,472,475,0.004427577,0.299177736,0.301075269
48a80b1c21a6d638c32e2f8ab562057ee7592fdd,1300421182,,,7,4,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
48a97c5377ba50ccd3166ddc8110d51a341311a5,1404047169,,,0,2,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
48b2de98d002a3f7dac03d29696e4c37ed4f983f,1314288353,,,66,42,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
48b31c9a1f5d2a45d881e70c6223411c5abbcb72,1372512691,,,13,0,2,2,1,0.619382195,TRUE,3,1678573,19,6,FALSE,85,80247,227,2,5,1989,1992,5,1631,1634,4,1753,1755,0.000982511,0.344664964,0.345057968
48b41e0b880adf80e3be6d128cd392af57b8477e,1361361130,,,17,4,2,2,1,0.453716339,TRUE,8,3145884,57,27,FALSE,31,6126,128,3,1602,1439,2687,1458,1252,2391,1499,1196,2357,0.381388253,0.304347826,0.599542334
48b6af716994a8a60ddaacacd090df0ca528c4b1,1410542168,,,56,87,2,2,1,0.63631332,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
48b8dc6c9658ffa79972b39dc54191b11ca3dc57,1408302828,2,,404,15,5,2,1,0.865429322,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
48bade1a11bc61280e2889072299a7483a58f3b2,1295315726,,,2,3,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
48bd75998a9e68d7dafdeab47fd6c70adb3113f6,1364985154,0,,16,6,7,5,1,0.765826999,TRUE,3,1030360,31,11,FALSE,37,258314.5714,103,2,38,2056,2072,38,1797,1813,37,1840,1856,0.008859874,0.429237585,0.432968058
48c04eb35fae704913e9ed05868d1334ee5458fa,1300897068,,,49,0,2,2,1,0.768281409,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
48c191ffeaf2063a338eec21f9e46878e3204e77,1333377288,,,1,1,1,1,1,0,TRUE,3,717437,10,4,FALSE,39,764927,76,2,2,905,906,2,905,906,1,776,776,0.001592357,0.618630573,0.618630573
48c275da1271f47b43e1270a3bdd99c7e20dd122,1327354220,,,38,1,2,2,1,0.477071306,TRUE,4,772148,16,6,FALSE,12,222596,16,2,51,519,535,51,518,534,47,391,405,0.077795786,0.635332253,0.65802269
48cb82971e0418f9a629e2b39d0433dc2c0e6919,1412962587,,1,172,267,5,2,1,0.595884457,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
48cd9689de31e408c792052747f714a9dbe1f8f7,1314226289,,,74,34,15,8,1,0.390653404,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
48ce2b79a1d393de14c825e5722b5a7710eb36aa,1346429527,,,2,1,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
48d2b1cb01b6f5e3be82207460dce6b42587e81b,1392216765,,,14,43,11,2,1,0.9207583,TRUE,3,1142026,24,9,FALSE,43,444721,86,2,16,833,846,16,764,777,4,803,804,0.003531073,0.56779661,0.568502825
48d3dd7f9d2633d8955080b6dccc7c97bc8ef7c3,1300190186,,,1,1,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
48d4054e093a2faccbd819de8e9e02c03d28cda0,1298489198,,,2,1,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
48d9436ecde7d65699897f158247981fcbb65c72,1312928506,,,183,23,3,3,1,0.688347313,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
48d94d96b9dac92cecadc75e5f2defd2e1d056a2,1402090184,,,30,4,2,2,2,0.936667382,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
48dcfe2799d6f3e440edae6cf564c23f0850edc1,1308086325,,,36,35,2,2,1,0.507935356,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
48dd52095869d36970de232f5dfa60656fcd578b,1381780756,0,,27,12,4,3,1,0.891134791,TRUE,3,719951,11,2,FALSE,136,4668,555,2,1702,1750,3038,1469,1559,2652,1606,1693,2893,0.254554095,0.268335181,0.458419135
48de2895b9a550a0944b31212349275605a4061d,1406212527,,1,25,2,4,4,1,0.691172454,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
48e36b542904effb9b35c9d62bd0247e25f0dac6,1381396258,,1,28,5,2,2,1,0.32984607,TRUE,3,1266942,27,15,FALSE,5,2250629.5,10,7,617,1366,1393,587,1279,1306,161,410,417,0.368181818,0.934090909,0.95
48e94bf75ce2be50d323e8b883cf3322c4d06c4e,1411658110,,1,2,7,3,3,1,0.905712598,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
48e9c8b79bea9c9a65ceb1c24528a89db6d313d2,1403263746,,1,10,7,2,2,1,0.787126586,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
48ebd6732e43ff54e5aedbef161a4f273aac3904,1354034352,,,3,3,1,1,1,0,TRUE,1,9764,8,4,FALSE,1,1549684,1,4,0,137,137,0,137,137,0,84,84,0.005405405,0.459459459,0.459459459
48f0aa891c9c82c1c9e7a2e4bc1bef4da3c4d90b,1293654629,,,4,4,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
48f2a7a152f1edd8df0267c0455e14871e083b84,1306440210,,,22,23,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
48f3bccc3372023c35a75671e25e9089dd4ed836,1308893687,,,35,2,3,3,1,0.614541268,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
48f4e140ec929d8abec6145088df9db758ecda9a,1327348980,,,95,12,4,4,1,0.671674037,TRUE,4,38187,9,4,FALSE,13,13971,18,2,2,389,390,2,388,389,2,291,292,0.00487013,0.474025974,0.475649351
48f4e9aaa0d92fcb72a0c03888ef7cb8cbb91f17,1307234736,,,210,84,3,2,1,0.414106694,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
48fc6611d15aaedc68747df150480250816fc04e,1317331638,,,34,0,2,2,1,0.908178347,TRUE,3,1124301,10,3,FALSE,6,236750,6,2,31,79,92,31,78,91,30,33,45,0.534482759,0.586206897,0.793103448
48fcb757852f6d408695a1b4467f59b4be22dbdd,1287737698,,,7,3,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
48ff601a3ab2d72275061135cac56557042e8e9d,1286048772,,,1,1,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
49010b758865983567006c374cef88f916feaf0e,1354154112,,,13,1,1,1,1,0,TRUE,3,69461,18,7,FALSE,1,1348443,1,2,248,810,1016,243,778,981,225,697,884,0.072926751,0.225233946,0.285575992
490a97783b97c5753692099c4d7f609e29a8f74e,1280529371,,,3,1,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
49170d772e985ece78f0a63f971051bd08682307,1400359500,0,,156,167,33,23,1,0.884184351,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
491a7198a0c921f45d17aef4364379bae9929cbd,1299881789,,,41,45,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
491c90924ac87e533ce61e3bf949a50bfdd6a31d,1310945711,,,53,61,3,3,1,0.758853384,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
492116d0f4bba731b5f1a7659a23b23e2d54f843,1349137199,,,0,239,3,2,1,0.629965328,TRUE,1,167765,7,3,FALSE,5,12105450,6,3,182,939,1073,182,935,1069,162,890,1010,0.061789234,0.337755876,0.383244882
492190aae01b6587be9e4280a819e2d5a1fdbf97,1392596240,,,42,62,2,2,1,0.642526714,TRUE,9,3278103,119,10,FALSE,2,343473,4,3,6,1423,1424,6,1176,1177,3,639,639,0.004920049,0.787207872,0.787207872
49283a6a50628860edb7bb54a88419d51e3bb8b7,1351506403,,,0,7,2,2,1,0.591672779,TRUE,1,-21608204,6,3,FALSE,22,318197,64,2,9,298,300,9,298,300,7,271,271,0.020253165,0.688607595,0.688607595
49344b17c44e62a20deca4b2015d12183adf3fd8,1311328282,,,53,40,7,4,2,0.657351236,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
4937c2f2c757776eacba20a6446c059c4938d6b8,1311577566,,,0,4,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
493903c0d03e53fd8192dff2177698d332935087,1346386361,,,101,84,8,5,1,0.738348501,TRUE,1,-26618291,8,3,FALSE,20,512871.5,67,2,37,139,162,37,139,162,35,127,148,0.132841328,0.472324723,0.549815498
493d4d73ce427a686a674e00a2090d5aaec55a46,1297362033,,,1,2,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
493e87976b7eb273f4115d46c91ad73671abb796,1300814288,,,4,3,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
4940654f04c50c8593f8e5486fa9e4998f2a3fc7,1300404745,,,10,0,3,2,1,0.864973521,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
49428ad47f0c01a2dcc079975823f7b856fb165e,1345160297,,,68,26,6,4,1,0.476503681,TRUE,2,39418,12,3,FALSE,10,615131.1667,31,2,974,763,1453,974,762,1452,922,630,1292,0.404469763,0.276511832,0.566608238
4944a612e0926cfe542e0cb146cc9fabf70256f6,1332356397,,,3,0,1,1,1,0,TRUE,1,1276,3,2,FALSE,28,446178,73,2,371,343,613,371,343,613,353,300,555,0.298230834,0.253580455,0.468407751
4948fed24d5e16d95f237ec95c1cd305fcc4df95,1287961475,,,1,1,2,2,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
494a0f844d4a6f4cb0e3358c3403db81a66ca96f,1391591222,,,314,0,5,2,1,0.580839047,TRUE,7,1380391,94,15,FALSE,0,0,0,5,17,733,738,17,586,591,17,314,319,0.023746702,0.415567282,0.422163588
494a3cb5749d52aa90daeacd980362df5f971c0d,1364851189,1,,39,17,4,2,1,0.901503733,TRUE,5,955535,27,10,FALSE,108,1072887.75,391,4,1864,2858,2974,1595,2585,2685,1716,2665,2746,0.401449614,0.623334113,0.642272621
494eb94192a971f64fa6aa78092074f8ed437a7f,1315008549,,,11,0,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
49502246ef319cf8981b8a867ce2a3b6a163fc9c,1396605311,,1,28,38,2,2,1,0.999337504,TRUE,7,990717,125,36,FALSE,19,2370392.5,28,6,46,834,852,46,734,752,46,536,554,0.043119266,0.49266055,0.509174312
495137fb383766ae5345fd8b30610a93483c0eaf,1310486473,,,37,2,2,2,1,0.918295834,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
49546cc106972af1f476e7809daaa6a844c052d3,1410143345,1,,62,63,2,1,1,0.781481493,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
4955b4617fa6ad41cc10cc126da4cfc3655f1b9d,1332856986,,,5,0,1,1,1,0,TRUE,2,612610,11,6,FALSE,14,304752,26,4,711,228,838,710,228,837,137,84,182,0.592274678,0.364806867,0.785407725
495909de281f6749262fcfad00d110351c1f3f02,1352933526,,,3,9,2,2,1,0.650022422,TRUE,4,-19784123,33,14,FALSE,8,606094,8,2,72,361,385,72,361,385,64,332,349,0.142231947,0.728665208,0.765864333
495b26c9fb9dab3789e5cc9ceab4839a22ff4e0f,1409740436,,,7,2,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
495fd24fb0a776c207c36d437cb31e0d8807774a,1374145985,,,18,5,5,3,1,0.833135375,TRUE,7,2992642,44,18,FALSE,10,73846.8,12,3,13,824,836,10,781,791,0,79,79,0.011111111,0.888888889,0.888888889
4960342b47b3692314439f1a828e5739da1f0bcd,1285266366,,,73,0,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
4960b77202aba106adb8780ea724b26d958d5c81,1311407824,,,58,0,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
4960fb60e4f60054678f03541923adcf7f1133fc,1285737243,,,1559,5,15,5,2,0.883243244,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
4962f4f58cc1d7cb28f4f81931fd88866d4aa44b,1289537827,,,1,1,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
4963265c6c5da95647ef80a7ef8685c3249cb866,1389832418,,,23,8,3,3,1,0.894582106,TRUE,9,1243269,48,25,FALSE,150,176092,593,4,1017,4241,4590,888,3377,3662,998,3265,3597,0.141381262,0.462213416,0.509198981
4963fa0fa0d96d8641339614438d42c81958f728,1389865473,,1,78,16,6,6,1,0.934194158,TRUE,46,8270463,304,106,FALSE,62,3690955.167,204,5,38,2010,2016,38,1753,1759,37,1927,1932,0.005375584,0.272740133,0.273447447
49683f2f84a9eb4436c63465d11ae8f451265eae,1310062137,,,50,40,3,1,1,0.602090145,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
49686378e6e0872876616f19f06bba9c4e537109,1371827057,,,54,63,2,2,1,0.934449137,TRUE,8,4226706,41,16,FALSE,65,153333,152,2,8,2616,2621,8,2230,2235,8,2348,2353,0.00180433,0.470930233,0.471932638
4968aade5ce77d1068a014baf5d520b94fd668dc,1315436353,,,12,0,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
496cf4871c374e6694333dbec2f754678d79edbd,1385617684,,,114,52,7,4,1,0.852341668,TRUE,15,5675493,72,29,FALSE,41,94888.57143,132,3,442,1013,1364,435,945,1291,436,952,1299,0.064933135,0.141604755,0.193164933
496d9543f4978a078ca75015e9c25af0aaf1df28,1303935646,,,15,0,2,2,1,0.970950594,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
4970636e210dd3a7088a8f729df6fdff92c02fb7,1357180816,,,19,25,7,7,1,0.745876212,TRUE,3,-14757731,22,9,FALSE,27,12967,121,3,151,466,543,148,466,540,81,428,437,0.144876325,0.75795053,0.77385159
497502cbf833d063c964975448dfacd0e1db2ef4,1332800187,,,40,6,3,3,1,0.851568578,TRUE,3,607978,13,7,FALSE,20,1632675,34,3,12,758,760,12,757,759,12,600,602,0.010620915,0.491013072,0.492647059
49765d9b76cc1980b561b4f3c7f8a516b4b079e2,1364495374,,,3,3,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
49765dda1021a96abd2d87aa642d65c299fbd69d,1400505950,,,124,124,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
497734c73414342ac8ffd44bf940a202143d8dfc,1293070190,,,649,165,9,5,1,0.823774746,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
497bdfec93d696c7200a71b85a0680d99ce07bb9,1385138825,,1,61,10,2,2,1,0.367498495,TRUE,5,1568268,31,17,FALSE,44,984841,95,7,0,2961,2961,0,2491,2491,0,2033,2033,0.000150105,0.30531372,0.30531372
497d222ecd790c79e22a6aada38862b7e58f55c4,1384770475,,,3,4,1,1,1,0,TRUE,2,1543360,14,5,FALSE,33,1775601,79,3,81,2005,2074,81,1504,1573,57,1750,1795,0.008769277,0.264741458,0.271545207
498171d2212f51185e9479da1222f0753acab779,1296150205,,,0,0,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
498638ce36228615ecf8d98f99c0227f4f86963d,1298596662,,,211,18,6,3,3,0.22858407,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
498edf3e348fe796f335b86942b6fb93c892d70a,1310674065,,,74,0,2,2,2,0.571354974,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
498f2d671573fc19d551516f7ead5da8d052ee18,1309293425,,,21,66,2,2,1,0.636504856,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
49a0f962f66d6c6ef297b03e2551c17b8572c7df,1328887773,0,,49,51,15,8,1,0.920469755,TRUE,5,35695,14,4,FALSE,20,113097.8667,74,2,19,458,471,18,457,470,2,101,101,0.018292683,0.62195122,0.62195122
49a1cadd61b4badff0578ecd26adb57fb284ad9a,1291912972,,,77,16,7,5,1,0.814918543,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
49a22971ca6f8b2755ae3500faabcf805b1b18d0,1378825887,,,29,0,1,1,1,0,TRUE,6,7753704,48,24,FALSE,2,1493256,2,4,0,554,554,0,438,438,0,410,410,0.001060445,0.435843054,0.435843054
49a40c07214b16bcfd851d7cc0689c0d0ffb89fe,1374635483,2,,13,3,2,2,1,0.954434003,TRUE,3,690272,19,5,FALSE,3,2441516.5,4,1,136,229,329,136,229,329,48,226,238,0.009133271,0.042311277,0.044547996
49a7e430ca30768a68a111223068652c781206fe,1297891062,,,90,0,2,2,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
49a9cc7e68c1558b1fabb71ebdf6c6c70a9b6a3e,1340396340,,,94,2,2,2,2,0.337290067,TRUE,2,576649,14,6,FALSE,17,663318.5,32,2,2,139,139,2,139,139,2,133,133,0.019230769,0.858974359,0.858974359
49acf8b49accca3f43249e11f3c665b1245f6572,1277349117,,,9,19,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
49b54af36a2aacd3d27330636f61d6f996016d65,1407965149,,1,4,4,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
49bd513551c209d94daf4c8bbe32ae4861b56094,1378879024,,,1,1,1,1,1,0,TRUE,1,570325,9,2,FALSE,2,23620833,2,2,5,1154,1156,5,1069,1071,5,1085,1087,0.001000333,0.181060353,0.181393798
49c1c981b5850c21ebcef5667a1198e79a8a3da4,1363620987,1,,7,1,2,2,1,1,TRUE,3,-6391400,18,5,FALSE,9,1146584,12,2,9,748,748,9,747,747,9,670,670,0.01183432,0.79408284,0.79408284
49c3ac406503b5fd80fea896ff0eca4117c5f2ac,1395934172,,,93,2,2,2,1,0.99030702,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
